date,Cboe EDGX,NYSE Arca,Nasdaq GSM,Cboe EDGA,CHX,Cboe BYX,Cboe BZX,MEMX,Nasdaq BX,Off Exchange,IEX,NYSE American,NYSE National,NYSE,Nasdaq PHLX,MIAX Pearl,LTSE
2021-04-23,1839400,1237268,1422108,193672,3428,102420,575108,151036,63108,7436348,480808,1040,18536,2514916,89896,38004,0
2021-04-22,2218696,1402976,1751888,215012,10964,118212,725712,189864,67336,6862264,597072,5488,57036,3037880,97568,48140,0
2021-04-21,2052900,1392592,1324164,238272,29628,189832,538532,160680,121240,6564192,512704,26644,65336,1981628,7240,45204,0
2021-04-20,2572180,1861316,1647588,253932,2508,177344,656756,184588,141880,8048248,410688,1004,60968,2464332,92404,47032,0
2021-04-19,5266632,4336328,4430536,782808,1640,557760,1467544,318564,583240,18340712,458964,87264,50676,5087824,191564,93324,0
2021-04-16,2283220,2143204,2008032,301876,41984,218276,725988,212344,131096,10088368,309392,7788,29376,2218264,61208,75100,0
2021-04-15,3863144,2828296,2883904,320504,3452,348632,1054712,307744,259352,15077120,475544,5412,41596,3747520,129860,66800,0
2021-04-14,9896756,7181796,7724300,723588,203824,689516,2357420,673020,588340,44420248,819444,79008,76792,8489180,340688,221488,0
2021-04-13,3205252,2504628,2705804,478852,204868,385836,916352,219552,302312,12547732,361508,23644,171144,3092832,56500,49520,0
2021-04-12,7592892,5743316,7437128,1106544,7048,785384,2190484,603144,527960,30851932,1887360,14336,382864,7211516,231680,145964,0
2021-04-09,4438412,3002164,2973036,596120,7288,261460,1054896,327452,303780,19317076,1106928,7212,139992,4120940,102396,83340,0
2021-04-08,5102168,3934300,4218208,447004,66720,328320,1500956,374776,246404,18566024,771192,8788,53052,4433036,42340,71608,0
2021-04-07,2460852,1777144,2197384,249220,116684,216612,725912,244240,117912,8475964,288436,43712,36096,2056612,15040,50512,0
2021-04-06,4349024,1903436,3303152,370372,4832,376760,875120,200816,175520,10103132,306408,8164,57828,2757988,27924,48916,0
2021-04-05,8598392,6348208,7910244,744688,7972,704832,1984720,359380,419184,21377568,845560,210964,206456,6316536,108876,102984,0
2021-04-01,6048544,2360420,4100732,516384,136312,353900,1432336,358092,368128,16916488,526788,23436,88676,3933160,89828,77912,0
2021-03-31,4819136,1930380,3193808,376944,43300,258848,1058460,360856,222908,16441992,433460,13804,58676,4254284,38440,61504,0
2021-03-30,11134060,4778584,6468004,510256,18108,620724,1756384,560488,419172,33725260,590700,96820,84800,7174716,218664,194108,0
2021-03-29,5670344,2657144,4453916,527204,6892,399404,1272376,214092,300616,18995292,285736,13408,204648,4888460,153512,114184,0
2021-03-26,21154316,13001760,17937716,1450248,65908,1559208,4458356,1045980,1095036,67823680,1612984,103420,317352,16401124,855840,593844,0
2021-03-25,27266240,19235284,26763632,2136256,363960,1941036,6198020,1463660,1985344,88011332,2152248,150872,976160,23494952,1153148,490760,0
2021-03-24,12222200,11730092,12446120,1081616,15524,864664,2958684,588852,909876,41190480,1328732,23176,476372,10175772,408324,232268,0
2021-03-23,5539304,11647852,8929212,543780,226568,430532,1361944,471708,653500,20750260,732592,17080,101224,5706648,459684,130388,0
2021-03-22,5792628,3652676,3958216,395972,416480,413268,1233924,467584,600804,17187356,449112,14636,62740,5250104,188532,145568,0
2021-03-19,13043824,6794972,9915396,570016,326924,771536,2799188,865328,937608,44073224,590764,58312,128096,16607068,838712,366984,0
2021-03-18,6948492,3992604,5275980,474344,6100,411732,1591352,459716,560380,20119552,549852,13916,115892,6077156,439788,151324,0
2021-03-17,10942300,5235160,7822392,558544,9648,493116,1884496,577596,577136,28515648,521144,31636,250740,7996192,478856,12968,0
2021-03-16,21283192,12983740,18520040,1435008,73252,1625520,3645208,1036620,1584684,61586476,870520,189244,422228,15158120,1139836,32160,0
2021-03-15,13340704,8400212,12549244,954816,148480,957616,2903488,932404,1243312,41477028,693532,32668,383736,12018552,905312,18168,0
2021-03-12,14932336,9898528,14682440,1418936,152568,1231700,3176392,874200,1395096,40812124,950676,100032,401624,12494348,789580,17612,0
2021-03-11,15247852,12794656,16881456,1208740,171224,1185648,3145424,772928,957124,45480636,1170208,50148,558920,12805140,652408,17024,0
2021-03-10,34722488,27077376,40659620,2655968,306096,4798376,9603432,1626404,3371372,105854812,3143780,204472,954088,48075964,2821288,39436,0
2021-03-09,23840136,16663044,21270456,1406880,40144,1455100,4964596,1610124,1141288,62175480,1630072,125648,221688,18541448,1040588,36428,0
2021-03-08,36072196,21060304,30269712,1993376,405132,2265828,6558604,2220000,2608928,114399072,1608168,142864,310296,31385532,2588380,5184,0
2021-03-05,19145316,7965600,12365080,1465752,117912,1385392,4227104,1147884,1385252,57346444,904644,198460,214632,13709468,1300136,30432,0
2021-03-04,17535476,10537600,16913916,1175468,342836,1010996,3719660,153336,1567132,61068076,923460,37004,185596,14077016,1065520,88860,0
2021-03-03,11052652,6838948,9862080,884628,134896,772144,2150928,70164,717788,35517456,577224,20424,138236,7814620,502888,26068,0
2021-03-02,19431284,8126660,14942784,1060324,206524,1505068,3687540,116504,892936,68753524,1188372,75700,109680,13949816,991552,55752,0
2021-03-01,24162640,15366720,25185272,1816756,88532,2373164,5558464,105416,1383284,98859808,1720536,246108,500280,20075900,1506048,111772,0
2021-02-26,44494080,32512720,53058240,3678576,1461084,3971728,10382040,391436,3370660,159354200,4616040,269376,676644,46885760,3342848,916,0
2021-02-25,69695224,67133684,96005116,4428508,686780,5650328,15654968,378688,6646572,245273220,11124588,401720,928176,66616864,9488980,2928,0
2021-02-24,18305240,82162516,78259832,3035816,65760,2281988,7453516,142048,2272988,106091524,2257588,247296,715860,27371556,1762876,1296,0
2021-02-23,3465492,2928100,4566028,347220,2184,246700,1273596,10692,154624,12745048,286544,13704,43544,4027888,148332,0,0
2021-02-22,9019212,5835956,9927020,789908,2136,487016,2002444,151412,343868,37569608,651372,14336,88920,10634008,362280,400,0
2021-02-19,7032360,5031636,8728224,616864,752492,424536,2572040,48048,228188,25838160,705116,42284,247964,6912236,127028,240,0
2021-02-18,13214860,7156948,11205500,1123924,787540,776516,3515692,202652,619512,45074212,1582008,8372,293256,9837512,618316,400,0
2021-02-17,7275588,2326236,4172452,680624,8392,305620,1376608,48124,248860,15235360,427092,7164,80336,4747720,86660,13404,0
2021-02-16,6609072,1760464,3206064,447232,26644,238580,1012620,55504,138828,14502928,326128,4800,64064,4181712,124228,0,0
2021-02-12,9225904,3734752,5379624,655860,802516,527404,1584716,78232,272152,25890524,2818712,18656,124732,6782544,382504,0,0
2021-02-11,9532692,2963212,4328144,652304,524612,351872,1269236,10128,370084,25556788,268868,7484,56768,6080796,245664,400,0
2021-02-10,24192300,6917248,14747044,667876,600000,1197992,3793752,121184,762988,75116784,1038952,40448,484352,15880740,230636,528,0
2021-02-09,17370204,7189376,12343064,451616,2800,920384,3238292,111856,381012,50813144,1097648,20676,922060,12047412,439304,1592,0
2021-02-08,18794952,6639248,11943464,825048,813156,392316,3227276,176876,477340,46948400,590644,41032,88920,11487708,268464,4,0
2021-02-05,47267076,25193152,42368120,2826652,967112,2345752,9732124,289488,3052008,142586880,2755948,167640,1211280,42770716,1612656,584,0
2021-02-04,41217252,17313708,30812752,1456588,1027356,1470140,6172760,200196,1421740,116158408,2213900,109892,679364,29161292,299628,1560,0
2021-02-03,27589872,15596708,24391324,977792,518092,815252,4202560,146700,1121760,74008680,1696436,77796,508752,18901072,209720,528,0
2021-02-02,45270680,28606956,46011020,3526436,394924,3775352,8961712,208304,3214992,123111432,5081900,239968,1009264,42834068,343480,1084,0
2021-02-01,17613464,22636804,24220604,1713872,375920,1302600,4277004,112652,1548920,54344016,1967776,86820,473564,18301028,519076,144,0
2021-01-29,23510464,29212972,35448432,2201596,469812,1485364,6895404,143824,1617108,68183708,2457984,286064,357268,28966336,933796,11608,1648
2021-01-28,17724560,39587336,37764992,3800888,592788,1988452,5711636,88372,2034208,81052548,2583288,260376,918608,40491720,664412,4988,0
2021-01-27,41391892,54526928,71484440,4050704,27320,3499892,13504672,301840,4537520,125380096,6281816,700588,1218524,44114896,2497932,18868,2596
2021-01-26,79367988,68377064,89055792,6412996,23348,4959448,19819196,1011336,8886828,343019476,10819064,1227992,1775220,76119956,3024904,249664,0
2021-01-25,73736664,62442796,103312264,9977280,250672,8944476,20546848,618796,14559356,295839484,15212408,562768,2006004,98820256,4645576,45040,0
2021-01-22,83115160,46671316,108756316,9585680,334248,7715028,29685512,1277132,9680892,392239696,14356876,718324,2987460,79347568,2104800,28268,0
2021-01-21,21285044,11532856,19511492,1646160,264416,1030268,6843468,81368,729088,142806084,2619516,39316,840124,18588136,415740,57976,0
2021-01-20,14546844,6375152,12034380,811692,149676,301796,4242456,42144,456920,79696672,1920744,41712,129404,12834040,197900,61812,0
2021-01-19,29317428,16231236,27953016,2325052,224240,1364400,8094372,62880,1543996,182798760,3299384,103732,776064,24519928,144456,54816,0
2021-01-15,21486912,9019248,17112968,1122428,72476,720076,6626928,139164,980444,108748732,3013280,120724,358184,17521160,247304,160764,0
2021-01-14,40071804,21546196,34644140,1806640,457388,1376764,12015464,216484,1651536,219650664,4389804,179136,192692,35880120,330832,232436,0
2021-01-13,62891376,28755720,53874788,4123864,74712,2342988,18418012,564752,3379248,348747344,10094328,221972,957920,42734844,786972,31824,0
2021-01-12,2643312,1624452,3671156,557448,112,155536,1786820,20296,66104,11965984,347128,53492,112412,5152096,85512,800,0
2021-01-11,6434924,4460384,5400060,319180,2288,151168,2069588,285548,121584,31282216,1163468,35060,91780,7742112,145232,5456,0
2021-01-08,2769804,914016,2269404,257336,3124,142908,970336,182232,87332,14305500,361824,51688,102508,3423924,80848,5056,0
2021-01-07,2483536,773224,2117064,309628,564,246628,961180,216332,58748,13385728,499612,19556,65940,3331156,44216,5200,0
2021-01-06,2519348,870348,2605664,173912,4660,561048,1073936,316448,99556,11951160,513792,15812,104144,3280388,104936,29780,0
2021-01-05,2400312,588840,2096704,262860,96,122544,802040,203468,58040,9624536,587660,14048,43672,2987696,52112,1200,0
2021-01-04,4287088,1803392,3656648,428212,1984,201528,2237128,403040,168644,20268332,966892,141832,107224,5237976,179976,0,0
2020-12-31,3576500,1611248,2575064,173080,2580,122660,1330536,161684,66912,13957060,376732,22088,63400,3477824,171508,1600,0
2020-12-30,3104724,1278260,2581420,338064,976,251660,1218740,279340,94804,10638164,683624,57420,83460,2983088,128956,14864,0
2020-12-29,4130852,1360860,3306608,388392,732,273612,1804948,205088,116364,20229392,516160,46184,107740,4352032,126240,0,0
2020-12-28,3582480,1586920,2894804,256052,13124,122352,1215348,279740,100072,20289048,631696,24656,88068,4707500,68772,2800,0
2020-12-24,2416372,1391812,2185428,100932,1568,84012,1079808,228912,23116,14426632,292656,38692,32484,2704032,41440,800,0
2020-12-23,7661104,6979936,8104120,576560,915808,843500,3688228,483428,279564,61514712,1131400,98800,158776,10656184,216504,12400,0
2020-12-22,11161760,6837612,10474832,502404,1565044,1713500,5687148,1129132,194844,68787808,2021304,214400,176296,12786352,511536,186900,0
2020-12-21,3403844,2805420,5480884,249936,6440,854448,1488840,197356,95024,17054796,1623060,10364,74056,5908744,249404,1708,0
2020-12-18,4767252,3414648,4703276,448436,94760,1105064,2348396,548872,350132,31659344,1178584,104480,259560,15224072,267828,400,0
2020-12-17,3899184,1104456,2820992,329556,2640688,638552,1530440,189368,177076,13872616,1527460,23436,100444,3820460,97296,7184,0
2020-12-16,2942132,867624,1757744,335380,1000416,386236,987604,179680,175108,10239792,327400,33032,99804,4081236,43148,3756,0
2020-12-15,3167884,1053308,2957440,503496,2052,694740,1551736,430228,229356,16810144,641724,14572,139100,4455776,115468,4400,0
2020-12-14,3810380,1946276,3897728,447044,1664808,820592,1403408,290928,126252,19196704,588152,16868,90500,5600996,112012,15720,0
2020-12-11,2842084,938648,2539444,346236,1405608,715536,1276108,352248,225892,14352600,478424,88600,194744,4087512,136064,7724,0
2020-12-10,3459060,1726496,2783800,538136,0,627900,1253292,229588,112652,14592756,549752,61800,179560,4043944,75788,764,0
2020-12-09,10574992,4905368,6553200,1417644,2005548,1632424,3393220,464564,563288,52247084,1584216,304600,440548,11084924,237648,18408,0
2020-12-08,3801956,16014036,7750808,734792,10840,1003100,1873332,178756,247928,26572236,697992,39388,132724,5280192,141140,1832,0
2020-12-07,3535488,2817484,2469056,569468,255932,211540,1597420,140556,137944,13968716,310052,27856,98672,3307116,97324,408,0
2020-12-04,4019192,1445708,3133568,229664,1744,277464,2263452,237360,162880,18742140,501372,35620,123016,4592912,118984,5612,0
2020-12-03,2716632,807580,2399420,260028,3620,115300,1275316,134008,99260,13362144,562312,5496,85460,3261824,73036,18424,0
2020-12-02,3435468,1148860,3303848,453296,4000,193200,1576428,272824,151076,14832356,683372,45540,60168,5278992,95692,6400,0
2020-12-01,3679208,2579816,4486616,394076,4300,357332,2069652,261176,248600,24658864,627408,44132,137096,10994352,120596,0,0
2020-11-30,9315624,8794860,10332096,1145308,2784,1451172,4697488,171440,354132,67627072,1804368,74336,248196,21538464,361564,11536,0
2020-11-27,3721940,2847116,3681704,165308,1360,171592,2481496,175276,51408,26999200,870656,19592,43268,8678580,101888,800,0
2020-11-25,3737676,2766460,2732784,361532,964,818004,1792516,276704,164216,16997388,482144,40384,210384,4990428,116504,1420,0
2020-11-24,2817268,959756,3053552,346600,464,210368,1374660,284964,73804,13983764,564848,51956,169780,4737784,103208,14064,0
2020-11-23,4694164,1893088,2650644,295780,3196,757028,1657204,497372,231476,18929120,616464,105044,161108,5873752,120184,4000,0
2020-11-20,4055596,970024,2651600,131408,800,380756,1512500,369664,57644,18313724,455084,44752,90572,4482784,90040,0,0
2020-11-19,4407032,1409568,3254020,376484,400400,755700,1903108,389088,176416,26140616,722048,55792,162588,7233780,163812,0,0
2020-11-18,1032320,545288,1540856,72712,196,148784,530684,263640,60604,5738488,238412,12204,72460,2392100,28140,0,0
2020-11-17,2255488,1060768,2665216,179692,400,257144,1482280,391316,93728,13360496,882008,50008,143756,3678888,242716,0,0
2020-11-16,3626284,1423400,3212564,198676,14800,504892,1990424,285996,81620,20421956,867324,50404,90220,6240848,89888,0,0
2020-11-13,1707072,664064,1627492,156500,1960,258692,765124,187504,86588,5482204,429172,75840,106220,2601096,35156,0,0
2020-11-12,1922452,654916,1969764,122504,0,141856,1035844,185424,46640,7593700,510540,20900,57892,3114684,46452,0,0
2020-11-11,1366028,757800,1844132,238852,0,291512,1008188,188528,176432,9704292,511912,47924,126052,3166240,102384,0,0
2020-11-10,1233460,622368,1419276,263844,2800,380824,935024,329280,104152,5656604,391248,21600,123520,3735756,84096,0,0
2020-11-09,2382896,1138388,2904864,300404,800,263420,1689172,20304,209576,10319856,629756,34460,99180,4875156,110828,0,0
2020-11-06,1917616,779440,1728868,150084,1404,241992,1067748,353316,75744,11638372,492040,16612,132752,3433632,43352,0,0
2020-11-05,1682072,494852,1604984,96280,400,186804,894428,193016,116760,9703792,335576,24520,100436,3348032,38628,0,0
2020-11-04,1871268,831632,2160368,107124,176,510868,1506472,160804,161376,10380896,629980,42324,167104,4591492,109600,0,0
2020-11-03,2028548,608132,2523664,141368,1612,329084,1532516,372784,131964,14700844,415572,35572,113676,6830012,52540,0,0
2020-11-02,1252288,979508,2273532,129364,12,264612,857212,297252,104356,9532860,582524,55972,146376,4398856,33320,0,0
2020-10-30,3453544,1447692,3963268,431000,836,497784,1882300,384240,240760,21970576,986332,199572,428236,10289384,73944,0,0
2020-10-29,1056000,506024,1516788,93608,852,134460,852720,152572,54096,9047316,416512,38004,90092,2655776,48552,0,0
2020-10-28,2972556,842768,2162208,103136,1452,220760,1165032,0,51920,12977948,690304,35680,149400,4147580,33576,0,0
2020-10-27,2387144,1375696,2290776,265848,548,347340,1176684,0,182328,14620812,932664,49576,277444,4994656,22508,0,0
2020-10-26,4661444,1752584,4534208,263920,456,542560,2260732,0,119124,28435172,946452,44836,286292,9563252,94044,0,0
2020-10-23,2137924,736168,2807316,85536,0,152648,1318604,0,44988,13681360,564280,62816,130676,4122396,183784,0,0
2020-10-22,5311244,2189756,5838212,121188,533952,822552,2284816,0,70624,36765784,1133920,29416,240848,9396580,109824,0,0
2020-10-21,1515212,730400,2141060,84528,800,160628,1022680,0,34492,12019656,616184,54092,86208,2927028,54744,0,0
2020-10-20,2095792,971172,2791492,154376,4,387460,843768,0,160700,13691612,444544,31300,206784,4566504,70296,0,0
2020-10-19,3656208,1414028,4602044,101864,1016,341268,2056232,0,40092,32192108,996544,52064,167824,6819056,235944,0,0
2020-10-16,3887948,1813480,3961496,244628,2000,438292,2378272,0,105740,24567732,1073732,185856,307288,7493824,145544,0,0
2020-10-15,15733264,4967472,18353312,319508,809948,1901504,6772828,0,233040,86904400,3365624,176576,763900,18886336,463108,0,0
2020-10-14,3192008,1603828,3712536,121624,808,509892,1673504,0,60144,26094368,844688,57132,158824,4942860,134264,0,0
2020-10-13,4141880,2130392,3833316,140948,800456,290664,1559612,0,206760,21328784,844724,84860,256680,5051040,48300,0,0
2020-10-12,6781132,4341276,6364940,374816,6800,707096,2888816,0,230176,60796844,1436988,93040,606964,9773016,220928,0,0
2020-10-09,31605944,21363328,26066008,1584464,1684,1594700,9865924,0,702280,179239284,5884524,163456,888712,28842840,782848,0,0
2020-10-08,31781776,25768548,29160120,1362036,11804,2946124,7406364,0,1205348,165267356,5945696,136888,605468,33636212,580088,0,0
2020-10-07,1157728,367596,1255904,213184,0,330932,597292,0,135972,6867284,248004,10500,172328,1843968,33484,0,0
2020-10-06,2191168,763132,1685052,260200,0,236872,685804,0,43840,8909828,332796,51880,105120,2832504,43488,0,0
2020-10-05,1235316,319232,1106568,76336,0,185288,418020,0,21064,5707248,199840,15560,78380,1812968,44056,0,0
2020-10-02,2031436,938680,1595744,47032,1000000,152148,875888,0,42928,7703504,332116,17108,104484,2480204,40664,0,0
2020-10-01,2496940,717328,1915636,129452,0,295208,851916,0,65340,8314524,415096,3644,109392,2847988,53752,0,0
2020-09-30,2950320,988056,2082224,143452,0,337108,1113844,0,115268,12185576,258188,76424,168016,3760172,137484,0,0
2020-09-29,2085616,869072,2040320,107372,400,363168,928692,0,28728,11208920,358736,33488,85088,2743060,124696,0,0
2020-09-28,3034864,911324,2535572,67552,400,512464,886236,0,67752,14552064,501040,29140,93884,3822348,42652,0,0
2020-09-25,3156164,1432572,2078040,96132,168,289864,777588,0,48992,17780836,488096,36856,95504,3671988,107828,0,0
2020-09-24,3661240,1131396,3839496,197788,400,481284,964528,0,89288,15475340,428180,29368,146664,5227728,82168,0,0
2020-09-23,4960616,2165188,4126404,400924,346664,645524,1602720,0,197480,19217080,603636,163888,499752,7424888,249844,0,0
2020-09-22,15237104,12094012,14229492,759432,0,1135592,3830328,0,309516,75240192,1217736,76252,622344,14051116,197096,0,0
2020-09-21,3539252,1700616,2814684,230640,400,418988,1082964,0,122528,12750604,404944,76916,193868,7134140,88680,0,0
2020-09-18,5117216,3014096,5044324,274464,400,715256,2418844,0,172388,26474460,889884,63236,265100,24883144,297240,0,0
2020-09-17,6162932,2647188,7100304,509816,0,1202844,2107060,0,499700,37332720,1003236,109608,433028,8856568,141796,0,0
2020-09-16,7795840,2456836,8782132,283384,404792,977188,4588532,0,298532,40551892,527028,63520,500048,9872444,284264,0,0
2020-09-15,1879864,664500,2527136,123424,0,280008,871068,0,56816,11734200,412052,22208,127600,4230188,44892,0,0
2020-09-14,4024728,1925396,4609264,265100,488,665524,1919704,0,194336,18208420,355720,110296,234892,7790760,173660,0,0
2020-09-11,2346196,1027888,2432760,243936,396,534260,1016884,0,140464,11895596,550544,60144,196740,3730688,68264,0,0
2020-09-10,4720432,3480968,5815396,782628,0,1011804,2118908,0,450024,29570052,1339696,348132,720456,11571592,303024,0,0
2020-09-09,4413360,4297568,4313404,529788,2400,503076,1406424,0,219368,14993448,944152,134808,224968,4193272,96292,0,0
2020-09-08,3819936,1760748,4197392,189248,800,514024,2169436,0,158336,19577232,669624,84452,234760,5662648,227844,0,0
2020-09-04,2995656,1272364,3851532,204448,3204,417696,1597936,0,140672,14831148,261500,55304,184768,4687216,196428,0,0
2020-09-03,5669020,3704308,7110644,268996,800,738716,2647340,0,298404,27612684,503068,60644,332748,8048248,382388,0,0
2020-09-02,4183612,2767252,5565932,138976,200000,747776,2035808,0,151524,27229640,815152,44568,334288,7651580,170344,0,0
2020-09-01,7235428,5878692,9896628,412768,1204,1071228,3282956,0,213388,52531408,1154632,293096,448556,9951576,472224,0,0
2020-08-31,12212404,7352492,16593868,667748,2928,1744668,5217800,0,588236,87592080,1906040,425136,857960,16320024,421112,0,0
2020-08-28,1188588,934084,2484472,138200,0,209852,1084460,0,35064,6060916,191072,46516,151780,4390064,32636,0,0
2020-08-27,1026480,812996,2034944,96648,0,197568,859580,0,42584,4815272,113408,28640,135836,3338192,36484,0,0
2020-08-26,716472,496116,1439288,135532,0,273628,696372,0,175720,4576796,106696,24152,136416,2311092,30376,0,0
2020-08-25,748584,506568,1525720,68836,0,181452,690076,0,39600,5531996,198944,67392,146676,2260556,28312,0,0
2020-08-24,1482928,813092,2243896,141232,0,514436,987444,0,158156,7631712,321304,82104,224916,3701932,38312,0,0
2020-08-21,2906144,1829364,4728020,159240,0,440828,1916460,0,93020,22939640,292804,111592,395404,6588220,169628,0,0
2020-08-20,708120,398084,1460776,47080,156,152716,437636,0,38116,2933420,100788,11740,196348,3243692,36064,0,0
2020-08-19,592980,643392,1443680,65580,192,190676,542764,0,53796,2748652,96752,15312,242484,3693060,121012,0,0
2020-08-18,1170288,811200,2118216,117000,136,126656,1294300,0,57776,4960328,125880,29492,293224,4204712,30152,0,0
2020-08-17,530152,487860,1916148,138168,400,247956,457172,0,53552,3483608,111568,11364,141872,1889108,14952,0,0
2020-08-14,1065040,852168,1678716,209456,152,214128,782700,0,336484,5387268,365836,37628,118676,2780336,70180,0,0
2020-08-13,587248,391468,1136924,43448,80,110996,530696,0,54508,3466660,50624,9640,121648,1981348,27964,0,0
2020-08-12,1025576,631772,1629316,169280,356,359500,701192,0,371848,4134292,100348,27628,198352,2831216,49700,0,0
2020-08-11,777860,774100,1388388,110412,408,132664,653980,0,104372,5617528,133328,39820,299324,2444892,79344,0,0
2020-08-10,1260452,1290300,2500912,201068,896,406832,1612284,0,240212,6498520,218640,37524,271584,3607620,100244,0,0
2020-08-07,841952,719652,1837256,129820,4,235724,647384,0,86176,6038560,270920,24200,168288,2289392,75068,0,0
2020-08-06,515368,382796,1079552,33844,2360,56344,404880,0,13520,3209864,49144,19676,122252,1685580,29716,0,0
2020-08-05,1425704,1909748,3313196,133104,496,354456,947544,0,78712,7732000,97808,39528,280812,3261872,127808,0,0
2020-08-04,2666676,2131224,5798856,357196,112820,690752,2625532,0,389672,19150056,347324,46760,488656,6349428,291420,0,0
2020-08-03,677908,831328,1312752,107932,712,200880,573128,0,36908,3969956,256176,23156,135200,1887600,58404,0,0
2020-07-31,358288,408040,894168,101776,1440,186052,350008,0,32880,2479272,115028,14064,190804,2340972,49020,0,0
2020-07-30,691016,583884,1276204,57060,1036,133012,626136,0,34052,4008560,62632,19784,222068,1791116,87380,0,0
2020-07-29,825580,718752,1565608,146776,14472,298068,805316,0,71900,4298852,139088,29412,283592,2245516,75572,0,0
2020-07-28,647148,566420,1236056,95392,9856,130772,621432,0,42484,13006536,123888,25696,193172,1446500,76216,0,0
2020-07-27,758836,560468,1451676,93292,1520,163420,667240,0,32912,4118024,79164,20388,203684,1658264,81896,0,0
2020-07-24,647900,655248,1200180,117644,3484,209752,615360,0,30596,3375972,117288,30720,261540,1541256,58240,0,0
2020-07-23,959040,923804,1634492,50816,35508,306536,1008540,0,23924,5694624,124916,13688,166896,1907212,100204,0,0
2020-07-22,671068,549240,1256140,88180,500000,297924,616832,0,52080,4037568,107648,17800,184008,1640948,74752,0,0
2020-07-21,921596,756360,1644784,91348,2000000,179488,950484,0,37208,4337228,137704,26360,252892,1952756,75840,0,0
2020-07-20,869036,709348,1710840,134484,0,224156,847312,0,52572,5564788,229992,28404,192720,2933096,107604,0,0
2020-07-17,779004,748412,1229012,71544,0,217664,594708,0,16668,5827660,76360,22604,144684,2522864,55012,0,0
2020-07-16,325492,399852,588784,52484,0,114056,439424,0,22868,1856984,50976,8264,149984,1277048,35628,0,0
2020-07-15,381736,360448,925892,57072,0,79904,408640,0,8224,1980560,54924,15852,115768,1461456,46028,0,0
2020-07-14,645016,565848,1137360,118892,400,102892,718832,0,34292,3749608,68040,28200,235808,1742476,83496,0,0
2020-07-13,807800,719272,1788476,145612,0,199344,1048000,0,53360,9236336,268120,17012,227188,2266684,87856,0,0
2020-07-10,393448,467384,775464,66596,0,95568,407676,0,28416,1735748,101896,22028,104824,1399220,45044,0,0
2020-07-09,444544,500304,813740,81624,0,206388,442304,0,34908,3530576,94952,15816,172784,1585000,47544,0,0
2020-07-08,502444,635820,1091248,115352,0,165072,524204,0,27088,2940908,58044,11640,142216,1968380,28900,0,0
2020-07-07,747600,685508,1281060,194480,0,204776,600156,0,118492,3589160,69496,46636,236616,1996416,57484,0,0
2020-07-06,605908,519712,1054516,148032,0,201744,523912,0,36808,3358244,65384,18308,199868,1783608,47472,0,0
2020-07-02,348568,569748,892428,111548,0,136620,485516,0,29148,2658644,70000,17420,227000,1973604,30760,0,0
2020-07-01,447076,676440,1196084,130332,0,224232,660492,0,119752,3109732,96128,36800,285176,2180252,53908,0,0
2020-06-30,771648,756620,1330208,112556,0,330152,683356,0,83272,5633172,257752,28860,243604,5270424,54492,0,0
2020-06-29,414544,511668,1199336,114628,0,355940,497496,0,51668,3273256,137524,35288,241944,1634108,57920,0,0
2020-06-26,508952,625780,1891748,112320,0,404096,665424,0,102400,4807028,160760,36596,274496,5541744,73276,0,0
2020-06-25,424152,624200,1204240,123720,0,223752,470324,0,47112,4183876,183560,21940,185540,2071240,40088,0,0
2020-06-24,690120,1001448,1629112,182796,400,229812,749892,0,39096,4358056,102316,18912,264044,2616520,22312,0,0
2020-06-23,525512,731868,1339180,254560,0,527976,680764,0,191696,3555340,210976,16216,257788,4451604,78008,0,0
2020-06-22,629168,542436,1140052,218924,0,451760,639472,0,184984,3736120,242592,11568,396136,4496648,26004,0,0
2020-06-19,706620,1241156,1680464,143540,0,384224,666484,0,102372,8128644,164384,13996,216052,15990336,29432,0,0
2020-06-18,412188,762908,1409436,95892,0,336812,704896,0,79548,5621124,204424,4300,213484,3819768,30528,0,0
2020-06-17,471596,664516,1197460,84688,0,208304,559320,0,63540,6457804,118052,21984,181292,4331588,13720,0,0
2020-06-16,754512,1383224,1558660,129624,120,361328,876252,0,96000,4322096,94824,8440,174648,2674940,59472,0,0
2020-06-15,628396,1497024,2124236,131176,0,360244,858400,0,79236,7196336,118504,28352,191304,2387504,40828,0,0
2020-06-12,901372,1770408,1533636,242844,0,528324,1042908,0,342152,6372476,994484,13472,236116,3517812,16764,0,0
2020-06-11,1438120,2036172,2919568,149536,0,426160,1240052,0,245744,11304624,562528,15072,234224,4317948,70224,0,0
2020-06-10,1740376,3760796,5515920,264340,9800,625644,2113892,0,250180,20719092,414008,72688,271396,6475904,191292,0,0
2020-06-09,1742108,3065424,3971332,212588,0,277804,1274736,0,273600,16078060,578904,48748,346384,4352148,71956,0,0
2020-06-08,2224348,4362856,4401016,412208,800,749104,2191576,0,424128,17845604,657352,58140,242864,6819480,145176,0,0
2020-06-05,1414908,2169776,2983196,186040,32,388116,1427500,0,176324,11982560,276316,33764,199296,3714296,145588,0,0
2020-06-04,999028,1658528,1425344,118644,16,291696,696712,0,54200,6284824,203912,10352,131116,2149784,33040,0,0
2020-06-03,588224,1051512,1178356,65044,404,199780,576296,0,34124,6302992,167076,37160,280864,1626956,40908,0,0
